id,from_pms,sikka_sub_task,sikka_sub_task_operation,last_updated,category,health_category,office,name,procedure_code,procedure_code_description,abbreaviation,procedure_code_category,procedure_code_category_id,explosion_code,submit_to_insurance,allow_discount,procedure_code_effect_on_patient_balance,procedure_code_effect_on_provider_production,procedure_code_effect_on_provider_collection,procedure_code_type,notes,patient_friendly_description,link,price,tooth_quad,estimated_cost,insurance_estimate,discount
4168,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,92310,!!!Conscious Sedation,,Anaesthetic Services,,,,,,,,,,,,,,,,
4170,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,92258,!!!Neuroleptanalgesia Eight Units,,Anaesthetic Services,,,,,,,,,,,,,,,,
4171,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,92257,!!!Neuroleptanalgesia Seven Units,,Anaesthetic Services,,,,,,,,,,,,,,,,
4201,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,82202,!!!Mandibular Fixed Appl. Control Harmful Habits,,Orthodontic Services,,,,,,,,,,,,,,,,
4202,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,82201,!!!Maxillary Fixed Appl. Control Harmful Habits,,Orthodontic Services,,,,,,,,,,,,,,,,
4203,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,82102,!!!Mandibular Removable Appl. Control Harmful Habits,,Orthodontic Services,,,,,,,,,,,,,,,,
4204,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,82101,!!!Maxillary Removable Appl. Control Harmful Habits,,Orthodontic Services,,,,,,,,,,,,,,,,
4205,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,82050,!!!Motivation Of Patient - Psychological Approach,,Orthodontic Services,,,,,,,,,,,,,,,,
4207,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,81213,!!!Simple Alignment Of Incisor Teeth - Maxillary,,Orthodontic Services,,,,,,,,,,,,,,,,
4219,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,81130,!!!Simple Alignment Of Incisor Teeth - Maxillary,,Orthodontic Services,,,,,,,,,,,,,,,,
4220,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,81126,!!!Closure Of Diastemas - Mandibular,,Orthodontic Services,,,,,,,,,,,,,,,,
4221,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,81125,!!!Closure of Diastemas - Maxillary,,Orthodontic Services,,,,,,,,,,,,,,,,
4222,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,81120,!!!Rapid Maxillary Expansion,,Orthodontic Services,,,,,,,,,,,,,,,,
4223,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,81116,!!!Dental Arch Expansion - Mandibular,,Orthodontic Services,,,,,,,,,,,,,,,,
4224,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,81115,!!!Dental Arch Expansion - Maxillary,,Orthodontic Services,,,,,,,,,,,,,,,,
4225,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,81110,!!!Crossbite Correction - Maxillary Appliance,,Orthodontic Services,,,,,,,,,,,,,,,,
4226,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,81106,!!!Space Regaining - Mandibular,,Orthodontic Services,,,,,,,,,,,,,,,,
4227,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,81105,!!!Space Regaining - Maxillary,,Orthodontic Services,,,,,,,,,,,,,,,,
4229,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,80672,!!!Removal Of Fixed Orthodontic Appliance Two Units,,,,,,,,,,,,,,,,,,
4230,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,80663,!!!Separation Three Units,,Orthodontic Services,,,,,,,,,,,,,,,,
4231,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,80662,!!!Separation Two Units,,Orthodontic Services,,,,,,,,,,,,,,,,
4233,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,80650,!!!Recementations,,Orthodontic Services,,,,,,,,,,,,,,,,
4234,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,80640,!!!Alterations,,Orthodontic Services,,,,,,,,,,,,,,,,
4235,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,80630,!!!Ortho Appliance Repair,,Orthodontic Services,,,,,,,,,,,,,,,,
4236,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,80620,!!!Observation & Adjustments Per Time Unit,,Orthodontic Services,,,,,,,,,,,,,,,,
4237,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,80610,!!!Observation Per Appointment,,Orthodontic Services,,,,,,,,,,,,,,,,
4238,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,80201,Invisalign buttons F/U Final appt,,,,,,,,,,,,,,,,,,
4239,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,80003,Ortho Monthly Payment,,Orthodontic Services,,,,,,,,,,,,,,,,
4241,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,79992,!!!Implants Removal of Per Implant Complicated,,Surgery,,,,,,,,,,,,,,,,
4242,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,79991,!!!Implants Removal of Per Implant Uncomplicated,,Surgery,,,,,,,,,,,,,,,,
4246,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,79521,!!!Harvest Extraloral Tissue for Grafting to Op Site-B,,,,,,,,,,,,,,,,,,
4247,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,79401,!!!Control Of Secondary Haemorrhage,,Surgery,,,,,,,,,,,,,,,,
4249,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,79307,!!!Closure Of Oro-Antral Fistula With Gold Plate,,Surgery,,,,,,,,,,,,,,,,
4250,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,79306,!!!Closure Of Oro-Antral Fistula With Buccal Flap,,Surgery,,,,,,,,,,,,,,,,
4251,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,79305,!!!Antrum Lavage Nasal Approach,,Surgery,,,,,,,,,,,,,,,,
4252,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,79304,!!!Antrum Lavage Oral Approach,,Surgery,,,,,,,,,,,,,,,,
4253,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,79303,!!!Independent/Delayed Recovery of Root/Foreign Body,,Surgery,,,,,,,,,,,,,,,,
4254,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,79302,!!!Immediate Closure Of Oro-Antrum Opening By Another D,,Surgery,,,,,,,,,,,,,,,,
4255,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,79301,!!!Immediate Recovery Of Root/Foreign Body From Antrum,,Surgery,,,,,,,,,,,,,,,,
4256,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,79104,!!!Sialolithotomy Anterior 1/3 Of Canal,,Surgery,,,,,,,,,,,,,,,,
4257,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,78110,!!!Treatment Of Dislocation Of Mandible Closed Reductio,,Surgery,,,,,,,,,,,,,,,,
4258,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,77840,!!!Lingual frenectomy,,Surgery,,,,,,,,,,,,,,,,
4259,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,77810,!!!Lower labial frenectomy,,Surgery,,,,,,,,,,,,,,,,
4260,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,77800,!!!Upper Labial Frenectomy,,Surgery,,,,,,,,,,,,,,,,
4262,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,76950,!!!Repair Of Laceration Intraoral Or Extraoral 2cm Or L,,Surgery,,,,,,,,,,,,,,,,
4263,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,76910,!!!Fracture of Alveolus Including Debridgement/Extracti,,Surgery,,,,,,,,,,,,,,,,
4264,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,76350,!!!Open Reduction - Maxilla - By Report Only,,Surgery,,,,,,,,,,,,,,,,
4265,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,76310,!!!Closed Reduction Maxilla Horzontal,,Surgery,,,,,,,,,,,,,,,,
4266,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,76250,!!!Open Reduction - Mandible - By Report Only,,Surgery,,,,,,,,,,,,,,,,
4267,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,76210,!!!Closed Reduction Mandible,,Surgery,,,,,,,,,,,,,,,,
4268,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,76198,!!!Assisting Surgeon At Reduction,,Surgery,,,,,,,,,,,,,,,,
4269,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,75400,!!!Removal Of Reaction Producing Foreign Bodies,,Surgery,,,,,,,,,,,,,,,,
4270,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,75300,!!!Removal Of Foreign Body Skin Of Subcutaeous Areolar,,Surgery,,,,,,,,,,,,,,,,
4271,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,75110,!!!Trephination and Drainage - Hard Tissue - Intra-Oral,,Surgery,,,,,,,,,,,,,,,,
4272,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,75100,!!!Incision And Drainage - Soft Tissue - Intra-Oral,,Surgery,,,,,,,,,,,,,,,,
4273,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,74409,!!!Excision Of Cyst .. Over 1 Centimeter In Diameter,,Surgery,,,,,,,,,,,,,,,,
4275,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,74109,!!!Resection of Benign Tumor Over 1 Centimeter In Diame,,Surgery,,,,,,,,,,,,,,,,
4276,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,74108,!!!Resection Of Benign Tumor Of Soft Tissue Under 1 cm.,,Surgery,,,,,,,,,,,,,,,,
4277,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,73141,!!!Osteoplasty Removal Of Multiple Exostosis Arch,,Surgery,,,,,,,,,,,,,,,,
4278,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,73140,!!!Osteoplasty Removal Of Multiple Exostosis Quadrant,,Surgery,,,,,,,,,,,,,,,,
4279,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,73135,!!!Osteoplasty Excision Of Torus Mandibularis Bilatera,,Surgery,,,,,,,,,,,,,,,,
4280,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,73134,!!!Osteoplasty Excision Of Torus Mandibularis Unilater,,Surgery,,,,,,,,,,,,,,,,
4281,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,73133,!!!Osteoplasty Excision Of Torus Palatinus,,Surgery,,,,,,,,,,,,,,,,
4283,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,73119,!!!Gingivoplasty/Stomatoplasty Independent Procedure,,Surgery,,,,,,,,,,,,,,,,
4284,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,73110,!!!Alveoplasty Not In Conjunction With Extraction Quad,,Surgery,,,,,,,,,,,,,,,,
4285,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,73100,!!!Alveoloplasty With Multiple Tooth Removal Per Unit,,Surgery,,,,,,,,,,,,,,,,
4286,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,72649,!!!Additional Enucleation Same Quadrant,,Surgery,,,,,,,,,,,,,,,,
4288,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,72450,!!!Enucleation Of An Unerupted Tooth And Follicle,,Surgery,,,,,,,,,,,,,,,,
4289,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,72440,!!!Surgical Repositioning Of A Tooth,,Surgery,,,,,,,,,,,,,,,,
4291,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,72412,!!!Surgical Exposure Of Tooth Including Ortho Attachmen,,Surgery,,,,,,,,,,,,,,,,
4292,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,72410,!!!Surgical exposure of tooth uncomplicated - soft tis,,Surgery,,,,,,,,,,,,,,,,
4293,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,72409,!!!Supra crestal fibrotomy,,Surgery,,,,,,,,,,,,,,,,
4294,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,72320,!!!Surgical Removal Residual Roots Bone Tissue Coverag,,Surgery,,,,,,,,,,,,,,,,
4295,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,72310,!!!Surgical Removal Residual Roots Soft Tissue Coverag,,Surgery,,,,,,,,,,,,,,,,
4296,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,72240,!!!Impacted Tooth Unusual Position Of Age Factor,,Surgery,,,,,,,,,,,,,,,,
4297,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,72230,!!!Impacted Tooth complete Bone Coverage,,Surgery,,,,,,,,,,,,,,,,
4298,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,72220,!!!Removal of Bone/Tooth With Elevation of Soft Tissue,,Surgery,,,,,,,,,,,,,,,,
4302,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,72100,!!!Extraction Erupted Tooth Complicated,,Surgery,,,,,,,,,,,,,,,,
4303,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,71221,!!!,,,,,,,,,,,,,,,,,,
4304,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,71212,,,,,,,,,,,,,,,,,,,
4305,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,71202,,,,,,,,,,,,,,,,,,,
4306,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,71191,,,,,,,,,,,,,,,,,,,
4307,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,71120,!!!,,,,,,,,,,,,,,,,,,
4308,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,71111,!!!Additional Extraction Same Surgical Site,,Surgery,,,,,,,,,,,,,,,,
4312,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,69849,!!!Reinsertion of Implant Screws/Retained Prosthesis,,,,,,,,,,,,,,,,,,
4313,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,69841,!!!Reinsertion of Implant Screws/Retained Prosthesis,,,,,,,,,,,,,,,,,,
4314,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,69839,!!!Removal of Implant Screw-Retained Prosthesis/Cleanin,,,,,,,,,,,,,,,,,,
4315,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,69831,!!!Removal of Implant Screw-Retained Prosthesis/Cleanin,,,,,,,,,,,,,,,,,,
4316,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,69812,!!!Fixed Prostho Framework Osseo-Integratd Mandibular+L,,,,,,,,,,,,,,,,,,
4318,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,69800,!!!Provisional Coverage Extensive/Complicated Restorati,,,,,,,,,,,,,,,,,,
4319,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,69705,!!!Retentive Pins-Additional Five/More Pins-Per Restora,,,,,,,,,,,,,,,,,,
4320,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,69704,!!!Retentive Pins - Additional Four Pins - Per Restorat,,,,,,,,,,,,,,,,,,
4321,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,69703,!!!Retentive Pins - Additional Three Pins-Per Restorati,,,,,,,,,,,,,,,,,,
4322,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,69620,!!!Intra-Oral Indexing For Soldering Purposes,,,,,,,,,,,,,,,,,,
4323,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,69610,!!!Splinting For Extensive/Complicated Restorations,,,,,,,,,,,,,,,,,,
4324,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,69300,!!!Precision Attachment,,,,,,,,,,,,,,,,,,
4325,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67600,!!!Telescoping Crown Unit,,,,,,,,,,,,,,,,,,
4326,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67503,!!!Implant Retentive Bar Attached By Screws to Implant,,,,,,,,,,,,,,,,,,
4327,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67410,!!!Metal Full Cast Crown,,,,,,,,,,,,,,,,,,
4328,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67400,!!!Metal 3/4 Cast Crown,,,,,,,,,,,,,,,,,,
4330,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67355,!!!Retainer Metal Prefabricated or Custom Cast,,,,,,,,,,,,,,,,,,
4331,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67351,!!!Retainer Prefabricated/Custom Cast To Transmucosal C,,,,,,,,,,,,,,,,,,
4138,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,92374,!!!Acupuncture Four Units,,,,,,,,,,,,,,,,,,
4332,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67318,!!!Semi-Precision\Precision AttachRPD Retainer+L+E,,,,,,,,,,,,,,,,,,
4333,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67317,!!!Semi-Precision Rest(Interlock)in addit to Retainer+L,,,,,,,,,,,,,,,,,,
4334,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67312,!!!Stress Breaker/Precision Attachment,,,,,,,,,,,,,,,,,,
4335,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67311,!!! Retainer3/4 Metal Cast Full+L,,,,,,,,,,,,,,,,,,
4336,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67302,!!!Stress Breaker/Precision Attachment,,,,,,,,,,,,,,,,,,
4337,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67229,!!!Retainers/Porcelain/Ceramic/Polymer Glass Fused Each,,,,,,,,,,,,,,,,,,
4338,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67222,!!!Porcelain/Ceramic Fused To Metal Attached To Implant,,,,,,,,,,,,,,,,,,
4339,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67212,!!!Stress Breaker and/or Precision Attachments in add,,,,,,,,,,,,,,,,,,
4340,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67210,!!!Porcelain Fused To Metal Crown,,,,,,,,,,,,,,,,,,
4341,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67202,!!!RetainerPorcelain/Ceramic/Polymer Glass Veneer,,,,,,,,,,,,,,,,,,
4342,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67200,!!!Porcelain Crown - Aluminous,,,,,,,,,,,,,,,,,,
4343,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67167,!!!Semi-Precision Rest,,,,,,,,,,,,,,,,,,
4346,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67141,!!!Plastic/Acrylic To Metal To Implants First Implant,,,,,,,,,,,,,,,,,,
4347,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67139,!!!Plastic/Acrylic Indirect Retainers Additional Tooth,,,,,,,,,,,,,,,,,,
4348,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67129,!!!Plastic/Acrylic Direct Retainers Additional Tooth,,,,,,,,,,,,,,,,,,
4349,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67110,!!!Plastic Processed To Metal Crown,,,,,,,,,,,,,,,,,,
4350,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67102,!!!Plastic/Acrylic Processed To Metal Retainers,,,,,,,,,,,,,,,,,,
4351,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67101,!!!Plastic/Acrylic Processed Retainers,,,,,,,,,,,,,,,,,,
4352,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,67100,!!!Acrylic Crown-Processed-Indirect Transition for Heal,,,,,,,,,,,,,,,,,,
4353,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,66700,!!!Porcelain Repair-Fixed Bridge - Per Tooth,,,,,,,,,,,,,,,,,,
4354,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,66620,!!!Recementation Of Fixed Partial Denture/Bridge,,,,,,,,,,,,,,,,,,
4355,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,66610,!!!Removal Of Fixed Partial Denture/Bridge Not Reinsert,,,,,,,,,,,,,,,,,,
4356,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,66600,!!!Removal Of Fixed Partial Denture/Bridge For Reinsert,,,,,,,,,,,,,,,,,,
4357,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,66500,!!!Replace Broken Tru-Pontic,,,,,,,,,,,,,,,,,,
4359,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,66300,!!!Replace Broken Facing Where Post Backing is Broken,,,,,,,,,,,,,,,,,,
4360,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,66200,!!!Replace Broken Facing Where Post Is Intact,,,,,,,,,,,,,,,,,,
4361,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,66100,!!!Replace Broken Pin Facing With Slotted/Reverse Facin,,,,,,,,,,,,,,,,,,
4362,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,65500,!!!Metal Onlay-Acid Etch Bonded Per Abutment Tooth,,,,,,,,,,,,,,,,,,
4364,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,65300,!!!Metal Inlay - Three Surfaces or More Broken Stress,,,,,,,,,,,,,,,,,,
4365,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,65200,!!!Metal Inlay - Two Surfaces Broken Stress Technique,,,,,,,,,,,,,,,,,,
4366,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,64750,!!!Master Cast Splint-Cast Mounting  Per Unit,,,,,,,,,,,,,,,,,,
4367,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,64740,!!!Master Cast Gnathological Wax-Up,,,,,,,,,,,,,,,,,,
4368,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,64550,!!!Master Cast Hinge - Bow Transfer,,,,,,,,,,,,,,,,,,
4369,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,64401,!!!Master Cast Gnathological Wax-up,,,,,,,,,,,,,,,,,,
4371,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,64204,!!!Master Cast Mounting Four Units,,,,,,,,,,,,,,,,,,
4375,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,64102,!!!Master Cast Gnathological Wax-up,,,,,,,,,,,,,,,,,,
4376,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,64101,!!!Master Cast Facebow Mounting,,,,,,,,,,,,,,,,,,
4377,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,63309,!!!Recontouring Retainer/Pontic Additional Units,,,,,,,,,,,,,,,,,,
4378,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,63301,!!!Recontouring Retainer/Pontic One Unit,,,,,,,,,,,,,,,,,,
4381,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,62700,!!!Acrylic Pontic Processed Indirect,,,,,,,,,,,,,,,,,,
4382,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,62600,!!!Plastic Processed To Metal Pontic,,,,,,,,,,,,,,,,,,
4383,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,62510,!!!Porcelain Pontic - Aluminous,,,,,,,,,,,,,,,,,,
4384,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,62500,!!!Porcelain Fused To Metal Pontic,,,,,,,,,,,,,,,,,,
4385,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,62200,!!!Slotted Facing,,,,,,,,,,,,,,,,,,
4387,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,60100,!!!Fixed Prosthodontics Evaluation,,,,,,,,,,,,,,,,,,
